ipo_date,ticker,company_name,offer_price,Current,first_day_return_pct,scrape_year,underpricing,first_day_close,sector,industry,exchange,risk_factors_path,mda_path,full_text_path
2020-11-23,BREZ,Breeze Holdings Acquisition Corp.,10.0,-,,2020,,,,,,,,
2020-11-20,ARBG,Aequi Acquisition Corp.,10.0,-,,2020,,,,,,,,
2020-11-20,CAS,Cascade Acquisition Corp,10.0,$10.09,0.9,2020,0.009,10.09,,,,,,
2020-11-20,KWAC,Kingswood Acquisition Corp.,10.0,$13.30,33.0,2020,0.33,13.3,,,,,,
2020-11-20,LSAQ,LifeSci Acquisition II Corp.,10.0,$9.01,-9.9,2020,-0.099,9.01,,,,,,
2020-11-20,MRVI,"Maravai LifeSciences Holdings, Inc.",27.0,$3.60,-86.85,2020,-0.8684999999999999,3.5505000000000018,,,,data/raw/s1_filings/MRVI_2020-11-20_risk_factors.txt,data/raw/s1_filings/MRVI_2020-11-20_mda.txt,data/raw/s1_filings/MRVI_2020-11-20.txt
2020-11-20,OCA,Omnichannel Acquisition Corp.,10.0,$10.00,,2020,,,,,,,,
2020-11-20,SHC,Sotera Health Company,23.0,$15.65,-32.26,2020,-0.3226,15.5802,,,,data/raw/s1_filings/SHC_2020-11-20_risk_factors.txt,data/raw/s1_filings/SHC_2020-11-20_mda.txt,data/raw/s1_filings/SHC_2020-11-20.txt
2020-11-19,CHFW,Consonance-HFW Acquisition Corp.,10.0,$9.79,-2.1,2020,-0.021,9.79,,,,,,
2020-11-19,IIAC,Investindustrial Acquisition Corp.,10.0,$10.14,1.4,2020,0.0139999999999999,10.14,,,,,,
2020-11-19,JYAC,Jiya Acquisition Corp.,10.0,$10.04,0.4,2020,0.004,10.04,,,,,,
2020-11-19,LNFA,L&F Acquisition Corp.,10.0,$10.57,5.7,2020,0.057,10.57,,,,,,
2020-11-19,NGMS,NeoGames S.A.,17.0,-,,2020,,,,,,,,
2020-11-19,OLMA,"Olema Pharmaceuticals, Inc.",19.0,$15.94,-16.0,2020,-0.16,15.96,,,,data/raw/s1_filings/OLMA_2020-11-19_risk_factors.txt,data/raw/s1_filings/OLMA_2020-11-19_mda.txt,data/raw/s1_filings/OLMA_2020-11-19.txt
2020-11-19,RTPZ,Reinvent Technology Partners Z,10.0,$9.79,-2.1,2020,-0.021,9.79,,,,,,
2020-11-19,TLS,Telos Corporation,17.0,$4.48,-73.94,2020,-0.7394,4.430200000000001,,,,data/raw/s1_filings/TLS_2020-11-19_risk_factors.txt,data/raw/s1_filings/TLS_2020-11-19_mda.txt,data/raw/s1_filings/TLS_2020-11-19.txt
2020-11-19,YSG,Yatsen Holding Limited,10.5,$2.83,-72.86,2020,-0.7286,2.8497,,,,data/raw/s1_filings/YSG_2020-11-19_risk_factors.txt,data/raw/s1_filings/YSG_2020-11-19_mda.txt,data/raw/s1_filings/YSG_2020-11-19.txt
2020-11-18,PHIC,"Population Health Investment Co., Inc.",10.0,$10.07,0.7,2020,0.0069999999999999,10.07,,,,,,
2020-11-17,DGNS,Dragoneer Growth Opportunities Corp. II,10.0,$10.20,2.0,2020,0.02,10.2,,,,,,
2020-11-17,OTRA,OTR Acquisition Corp.,10.0,$9.91,-0.9,2020,-0.009,9.91,,,,,,
2020-11-17,PIPP,Pine Island Acquisition Corp.,10.0,$10.03,0.3,2020,0.003,10.03,,,,,,
2020-11-17,ZNTE,Zanite Acquisition Corp.,10.0,$11.32,13.2,2020,0.132,11.32,,,,,,
2020-11-13,BWAC,Better World Acquisition Corp.,10.0,$10.85,8.5,2020,0.085,10.85,,,,,,
2020-11-13,CFAC,CF Finance Acquisition Corp. III,10.0,$8.97,-10.3,2020,-0.103,8.97,,,,,,
2020-11-13,DMYI,"dMY Technology Group, Inc. III",10.0,$10.40,4.0,2020,0.04,10.4,,,,,,
2020-11-13,HAAC,Health Assurance Acquisition Corp.,10.0,$10.05,0.5,2020,0.005,10.05,,,,,,
2020-11-11,NOAC,Natural Order Acquisition Corp.,10.0,$10.06,0.6,2020,0.006,10.06,,,,,,
2020-11-11,STIC,Northern Star Acquisition Corp.,10.0,$12.19,21.9,2020,0.2189999999999999,12.189999999999998,,,,,,
2020-11-10,ADOC,Edoc Acquisition Corp.,10.0,$2.85,-71.5,2020,-0.715,2.8500000000000005,,,,,,
2020-11-10,TSIA,TS Innovation Acquisitions Corp.,10.0,$10.83,8.3,2020,0.083,10.83,,,,,,
2020-11-06,DBDR,Roman DBDR Tech Acquisition Corp.,10.0,$9.95,-0.5,2020,-0.005,9.95,,,,,,
2020-10-30,AVIR,"Atea Pharmaceuticals, Inc.",24.0,$5.49,-77.21,2020,-0.7720999999999999,5.4696000000000025,,,,data/raw/s1_filings/AVIR_2020-10-30_risk_factors.txt,data/raw/s1_filings/AVIR_2020-10-30_mda.txt,data/raw/s1_filings/AVIR_2020-10-30.txt
2020-10-30,BHSE,Bull Horn Holdings Corp.,10.0,$11.95,19.5,2020,0.195,11.95,,,,,,
2020-10-30,BNKK,"Bonk, Inc.",,$2.80,,2020,,,,,,data/raw/s1_filings/BNKK_2020-10-30_risk_factors.txt,data/raw/s1_filings/BNKK_2020-10-30_mda.txt,data/raw/s1_filings/BNKK_2020-10-30.txt
2020-10-30,CNXX,CONX Corp.,10.0,$3.65,-63.5,2020,-0.635,3.65,,,,,,
2020-10-30,LU,Lufax Holding Ltd,13.5,$1.90,-85.78,2020,-0.8578,1.9197,,,,data/raw/s1_filings/LU_2020-10-30_risk_factors.txt,data/raw/s1_filings/LU_2020-10-30_mda.txt,data/raw/s1_filings/LU_2020-10-30.txt
2020-10-30,NBA,New Beginnings Acquisition Corp.,10.0,$9.75,-2.5,2020,-0.025,9.75,,,,,,
2020-10-30,SQZB,SQZ Biotechnologies Company,16.0,$0.07,-99.56,2020,-0.9956,0.0703999999999993,,,,,,
2020-10-29,ALGM,"Allegro MicroSystems, Inc.",14.0,$42.73,215.21,2020,2.1521,44.1294,,,,data/raw/s1_filings/ALGM_2020-10-29_risk_factors.txt,data/raw/s1_filings/ALGM_2020-10-29_mda.txt,data/raw/s1_filings/ALGM_2020-10-29.txt
2020-10-29,DMRA,"Damora Therapeutics, Inc.",,$25.56,,2020,,,,,,data/raw/s1_filings/DMRA_2020-10-29_risk_factors.txt,data/raw/s1_filings/DMRA_2020-10-29_mda.txt,data/raw/s1_filings/DMRA_2020-10-29.txt
2020-10-29,DSAC,Duddell Street Acquisition Corp.,10.0,$8.36,-16.4,2020,-0.1639999999999999,8.360000000000001,,,,,,
2020-10-29,LESL,"Leslie's, Inc.",17.0,$2.10,-87.47,2020,-0.8747,2.1301,,,,data/raw/s1_filings/LESL_2020-10-29_risk_factors.txt,data/raw/s1_filings/LESL_2020-10-29_mda.txt,data/raw/s1_filings/LESL_2020-10-29.txt
2020-10-28,ABST,Absolute Software Corporation,11.0,$11.49,4.45,2020,0.0445,11.4895,,,,,,
