ticker,first_day_close,underpricing,first_week_return,first_month_return,status
PTON,25.760000228881836,-0.11172413003855738,-0.13315218457685035,-0.1669255087811709,ok
DDOG,37.54999923706055,0.39074071248372394,-0.13608523872640108,-0.20079891242013645,ok
PING,,,,,no_data
XGN,17.110000610351562,0.22214290073939733,-0.14786677945030904,-0.1507890581733509,ok
IGMS,,,,,no_data
NVST,27.950000762939453,0.2704545801336115,-0.007513452096206799,0.029338092037246185,ok
APXT,,,,,no_data
ALRS,17.680328369140625,-0.15807960146949404,0.0022929831586832807,-0.01737801825842454,ok
EXPC,,,,,no_data
NET,18.0,0.2,0.10388893551296657,-0.12833335664537218,ok
STSA,,,,,no_data
SWTX,,,,,no_data
TXG,52.75,0.3525641025641026,0.1586729655333605,-0.04720382328847008,ok
NPA,,,,,no_data
CFB,,,,,no_data
JFU,195.1999969482422,19.547368099814967,0.16495900333840735,0.0635246380590945,ok
BTOG,8280.0,1655.0,-0.013043478260869565,-0.030434782608695653,ok
THBR,,,,,no_data
INMD,6.784999847412109,-0.5153571537562779,0.34487843849847666,0.9196757422917532,ok
SSPK,,,,,no_data
AMTD,60.540000915527344,6.224343784669133,-0.03666998987662284,-0.10208127207990726,ok
ORSN,,,,,no_data
DT,23.850000381469727,0.4906250238418579,0.09014673308771588,-0.031446540377530266,ok
KRUS,19.610000610351562,0.4007143293108259,0.07088216962699614,0.23049456449425404,ok
SNDL,84.80000305175781,5.523077157827524,0.45047164591405453,-0.031839675477237504,ok
BORR,18.008663177490234,0.9364153954290573,-0.28863885692086383,-0.4022519293612206,ok
NFIN,,,,,no_data
BHAT,229000.0,57249.0,-0.19213973799126638,-0.38973799126637554,ok
CCX,,,,,no_data
SBE,,,,,no_data
VIST,9.100000381469727,0.011111153496636285,0.019780147687465638,-0.37912089466803855,ok
WSG,,,,,no_data
CSTL,21.399999618530273,0.3374999761581421,0.025700988514641532,0.12149534709423007,ok
FLLC,,,,,no_data
HCAT,39.16999816894531,0.5065383911132812,0.13428650452173607,0.043655935131639685,ok
LVGO,,,,,no_data
NOVA,,,,,no_data
PROS,,,,,no_data
EIC,9.016521453857422,-0.525446239270662,0.016589969567956366,0.03064379447349349,ok
AFYA,22.54198455810547,0.18642023990028783,0.18054105379941873,0.13357110196461613,ok
IFS,32.94420623779297,-0.2838216035262398,-0.0817019112504843,-0.14127648207078033,ok
MDLA,,,,,no_data
AMK,,,,,no_data
CPAA,,,,,no_data
FULC,13.5,-0.15625,-0.018518518518518517,-0.18814814532244648,ok
IHRT,16.5,-0.029411764705882353,-0.053333340269146545,-0.2030303261496804,ok
MIRM,13.210000038146973,-0.11933333079020182,0.043149106220909235,-0.0015140391904554023,ok
OAC,,,,,no_data
OBDC,7.421346664428711,-0.5149446624556399,0.005164584341555975,0.027759801466130274,ok
PHR,25.079999923706055,0.4752941131591797,-0.011164301734341166,0.07097291435647175,ok
DOYU,21.18467903137207,0.8421460027280061,-0.11304342815480109,-0.24347824990886274,ok
PIC,,,,,no_data
SCPE,,,,,no_data
THCA,,,,,no_data
RMBI,10.714649200439453,0.07146492004394531,-0.010989197805026451,-0.030769486834324213,ok
KRTX,,,,,no_data
REAL,28.899999618530273,0.44499998092651366,-0.08269894190988167,-0.13079580723846077,ok
ADPT,40.29999923706055,1.0149999618530274,0.005210895494993896,-0.06302731919636159,ok
BBIO,27.549999237060547,0.6205881904153263,0.052268623373336195,0.0413793585686757,ok
CHNG,,,,,no_data
MORF,,,,,no_data
CMBM,9.699999809265137,-0.19166668256123862,-0.022680440345851472,0.028865952420302567,ok
LINX,,,,,no_data
AKRO,,,,,no_data
BCEL,,,,,no_data
GO,28.510000228881836,0.29590910131281073,0.14731668964828853,0.3767099152892356,ok
PRVL,,,,,no_data
